FoodID	taxonomy	Main.food.description
13161600	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Milk_desserts_frozen;L4_Fat_free_ice_cream;L5_;Milk_dessert_bar_frozen_made_from_lowfat_milk_and_low_calorie_sweetener	Milk dessert bar frozen made from lowfat milk and low calorie sweetener
13210110	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Bread_and_rice_pudding;L5_;Pudding_bread	Pudding bread
13210250	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Bread_and_rice_pudding;L5_;Pudding_chocolate_ready_to_eat_low_calorie_containing_artificial_sweetener_NS_as_to_from_dry_mix_or_canned	Pudding chocolate ready to eat low calorie containing artificial sweetener NS as to from dry mix or canned
13210280	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Bread_and_rice_pudding;L5_;Pudding_flavors_other_than_chocolate_NS_as_to_from_dry_mix_or_readytoeat	Pudding flavors other than chocolate NS as to from dry mix or readytoeat
13210300	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Bread_and_rice_pudding;L5_;Custard	Custard
13210350	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Bread_and_rice_pudding;L5_;Flan	Flan
13210410	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Bread_and_rice_pudding;L5_;Pudding_rice	Pudding rice
13210520	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Bread_and_rice_pudding;L5_;Pudding_tapioca_made_from_dry_mix_made_with_milk	Pudding tapioca made from dry mix made with milk
13220120	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Pudding_ready_to_eat;L5_;Pudding_chocolate_prepared_from_dry_mix_milk_added_W_WHOLE_MILK	Pudding chocolate prepared from dry mix milk added W WHOLE MILK
13220230	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Pudding_ready_to_eat;L5_;Pudding_canned_chocolate_reduced_fat	Pudding canned chocolate reduced fat
13220240	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Pudding_ready_to_eat;L5_;Pudding_canned_flavors_other_than_chocolate_reduced_fat	Pudding canned flavors other than chocolate reduced fat
13250000	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Mousse_or_Tiramisu;L5_;Mousse_chocolate	Mousse chocolate
13252600	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_Puddings_custards_and_other_milk;L4_Mousse_or_Tiramisu;L5_;Tiramisu	Tiramisu
13411000	L1_Milk_and_Milk_Products;L2_Milk_desserts_sauces_gravies;L3_White_sauces_and_milk_gravies;L4_;L5_;White_sauce_milk_sauce	White sauce milk sauce
14010000	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_NS_as_to_type;L4_;L5_;Cheese_NFS	Cheese NFS
14010100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_NS_as_to_type;L4_;L5_;Cheese_Cheddar_or_American_type_NS_as_to_natural_or_processed	Cheese Cheddar or American type NS as to natural or processed
14101010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Blue_or_Rouquefort;Cheese_Blue_or_Roquefort	Cheese Blue or Roquefort
14102010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Brick;Cheese_Brick	Cheese Brick
14103020	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Camembert_or_Brie;Cheese_Brie	Cheese Brie
14104010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_natural_Cheddar_or_American_type	Cheese natural Cheddar or American type
14104100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Cheddar	Cheese Cheddar
14104110	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Cheddar_reduced_fat	Cheese Cheddar reduced fat
14104200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Colby	Cheese Colby
14104250	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Colby_Jack	Cheese Colby Jack
14104400	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_Feta	Cheese Feta
14104700	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Cheddar_Colby_Feta_Fontina_Goat;Cheese_goat	Cheese goat
14105010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Gouda_or_Gruyere;Cheese_Gouda_or_Edam	Cheese Gouda or Edam
14105200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Gouda_or_Gruyere;Cheese_Gruyere	Cheese Gruyere
14106200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Limberger_or_Monterey;Cheese_Monterey	Cheese Monterey
14107010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Mozzarella_or_Muenster;Cheese_Mozzarella_NFS	Cheese Mozzarella NFS
14107020	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Mozzarella_or_Muenster;Cheese_Mozzarella_whole_milk	Cheese Mozzarella whole milk
14107030	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Mozzarella_or_Muenster;Cheese_Mozzarella_part_skim	Cheese Mozzarella part skim
14107060	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Mozzarella_or_Muenster;Cheese_Mozzarella_nonfat_or_fat_free	Cheese Mozzarella nonfat or fat free
14107200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Mozzarella_or_Muenster;Cheese_Muenster	Cheese Muenster
14108010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_dry_grated	Cheese Parmesan dry grated
14108015	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_dry_grated_reduced_fat	Cheese Parmesan dry grated reduced fat
14108020	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_hard	Cheese Parmesan hard
14108060	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Parmesan_dry_grated_fat_free	Cheese Parmesan dry grated fat free
14108400	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_Provolone	Cheese Provolone
14108420	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Parmesan_Port_du_Salut_Provolone;Cheese_provolone_reduced_fat	Cheese provolone reduced fat
14109010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Swiss;Cheese_Swiss	Cheese Swiss
14109020	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Swiss;Cheese_Swiss_reduced_sodium	Cheese Swiss reduced sodium
14109030	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Natural_cheeses;L5_Swiss;Cheese_Swiss_reduced_fat	Cheese Swiss reduced fat
14120010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Cheese_Mexican_blend;L5_;Cheese_Mexican_blend	Cheese Mexican blend
14120020	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Cheese_Mexican_blend;L5_;Cheese_Mexican_blend_reduced_fat	Cheese Mexican blend reduced fat
14131000	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Queso_cheeses;L5_;Queso_Anejo_aged_Mexican_cheese	Queso Anejo aged Mexican cheese
14131500	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Queso_cheeses;L5_;Queso_Asadero	Queso Asadero
14132000	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Queso_cheeses;L5_;Queso_Chihuahua	Queso Chihuahua
14133000	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Queso_cheeses;L5_;Queso_Fresco	Queso Fresco
14134000	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Natural_cheeses;L4_Queso_cheeses;L5_;Queso_cotija	Queso cotija
14200100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cottage_cheeses;L4_Cottage_chesses_NFS;L5_;Cheese_cottage_NFS	Cheese cottage NFS
14201010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cottage_cheeses;L4_Cottage_chesses_NFS;L5_Cottage_cheese_or_Ricotta;Cheese_cottage_creamed_large_or_small_curd	Cheese cottage creamed large or small curd
14201500	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cottage_cheeses;L4_Cottage_chesses_NFS;L5_Cottage_cheese_or_Ricotta;Cheese_Ricotta	Cheese Ricotta
14203020	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cottage_cheeses;L4_Cottage_chesses_NFS;L5_Cheese_cottage_dry_or_salted_curd;Cheese_cottage_salted_dry_curd	Cheese cottage salted dry curd
14204010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cottage_cheeses;L4_Cottage_chesses_NFS;L5_Cheese_cottage_lowfat;Cheese_cottage_lowfat_1_2_fat	Cheese cottage lowfat 1 2 fat
14204020	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cottage_cheeses;L4_Cottage_chesses_NFS;L5_Cheese_cottage_lowfat;Cheese_cottage_lowfat_with_fruit	Cheese cottage lowfat with fruit
14301010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cream_cheeses;L4_;L5_;Cheese_cream	Cheese cream
14303010	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cream_cheeses;L4_;L5_;Cheese_cream_light_or_lite_formerly_called_Cream_Cheese_Lowfat	Cheese cream light or lite formerly called Cream Cheese Lowfat
14410110	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_American	Cheese American
14410120	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_American_reduced_fat	Cheese American reduced fat
14410200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_processed_American_or_Cheddar_type	Cheese processed American or Cheddar type
14410210	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_American_reduced_sodium	Cheese American reduced sodium
14410300	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_processed_American_or_Cheddar_type_lowfat	Cheese processed American or Cheddar type lowfat
14410380	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_processed_cream_cheese_product_nonfat_or_fat_free	Cheese processed cream cheese product nonfat or fat free
14410400	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_processed_Swiss	Cheese processed Swiss
14410600	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_processed;L5_;Cheese_processed_with_vegetables	Cheese processed with vegetables
14420100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_spread;L5_;Cheese_spread_American_or_Cheddar_cheese_base	Cheese spread American or Cheddar cheese base
14420160	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_spread;L5_;Cheese_spread_Swiss_cheese_base	Cheese spread Swiss cheese base
14420200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Processed_cheeses_and_cheese_spreads;L4_Cheese_spread;L5_;Cheese_spread_cream_cheese_regular	Cheese spread cream cheese regular
14502000	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Imitation_cheeses;L4_;L5_;Imitation_cheese	Imitation cheese
14502040	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Imitation_cheeses;L4_;L5_;Imitation_cheese_American_or_cheddar_type_low_cholesterol	Imitation cheese American or cheddar type low cholesterol
14620100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_dip_or_topping;L5_;Dip_cream_cheese_base	Dip cream cheese base
14620150	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_dip_or_topping;L5_;Dip_cheese_with_chili_pepper_chili_con_queso	Dip cheese with chili pepper chili con queso
14620200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_dip_or_topping;L5_;Dip_cheese_base_other_than_cream_cheese	Dip cheese base other than cream cheese
14630100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_fondue_or_souffle;L5_;Cheese_fondue	Cheese fondue
14640100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_sandwhich;L5_;Cheese_sandwich_grilled	Cheese sandwich grilled
14650100	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_based_sauce;L5_;Cheese_sauce	Cheese sauce
14650160	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_based_sauce;L5_;Alfredo_sauce	Alfredo sauce
14660200	L1_Milk_and_Milk_Products;L2_Cheeses;L3_Cheese_mixtures;L4_Cheese_fried;L5_;Cheese_nuggets_or_pieces_breaded_baked_or_fried	Cheese nuggets or pieces breaded baked or fried
20000200	L1_Meat_Poultry_Fish_and_Mixtures;L2_Meat;L3_Meat_NS_as_to_type;L4_;L5_;Ground_meat_NFS	Ground meat NFS
21000100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_NS;L4_Beef_NS;L5_Beef_NS_cut;Beef_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Beef NS as to cut cooked NS as to fat eaten
21000110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_NS;L4_Beef_NS;L5_Beef_NS_cut;Beef_NS_as_to_cut_cooked_lean_and_fat_eaten	Beef NS as to cut cooked lean and fat eaten
21000120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_NS;L4_Beef_NS;L5_Beef_NS_cut;Beef_NS_as_to_cut_cooked_lean_only_eaten	Beef NS as to cut cooked lean only eaten
21001020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_NS;L4_Beef_NS;L5_Steak_NS_cut;Steak_NS_as_to_type_of_meat_cooked_lean_only_eaten	Steak NS as to type of meat cooked lean only eaten
21101010	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_NS_as_to_cooking_method_lean_and_fat_eaten	Beef steak NS as to cooking method lean and fat eaten
21101020	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_NS_as_to_cooking_method_lean_only_eaten	Beef steak NS as to cooking method lean only eaten
21101110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_broiled_or_baked_NS_as_to_fat_eaten	Beef steak broiled or baked NS as to fat eaten
21101120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_broiled_or_baked_lean_and_fat_eaten	Beef steak broiled or baked lean and fat eaten
21101130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_broiled_or_baked_lean_only_eaten	Beef steak broiled or baked lean only eaten
21102120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_fried_lean_and_fat_eaten	Beef steak fried lean and fat eaten
21102130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_fried_lean_only_eaten	Beef steak fried lean only eaten
21104110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_battered_fried_NS_as_to_fat_eaten	Beef steak battered fried NS as to fat eaten
21105120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_braised_lean_and_fat_eaten	Beef steak braised lean and fat eaten
21105130	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_steak;L4_;L5_;Beef_steak_braised_lean_only_eaten	Beef steak braised lean only eaten
21304110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_oxtails_neckbones_short_ribs_head;L4_;L5_;Beef_shortribs_cooked_lean_and_fat_eaten	Beef shortribs cooked lean and fat eaten
21304200	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_oxtails_neckbones_short_ribs_head;L4_;L5_;Beef_shortribs_barbecued_with_sauce_NS_as_to_fat_eaten	Beef shortribs barbecued with sauce NS as to fat eaten
21304220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_oxtails_neckbones_short_ribs_head;L4_;L5_;Beef_shortribs_barbecued_with_sauce_lean_only_eaten	Beef shortribs barbecued with sauce lean only eaten
21401110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_roast_roasted_lean_and_fat_eaten	Beef roast roasted lean and fat eaten
21401120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_roast_roasted_lean_only_eaten	Beef roast roasted lean only eaten
21407000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_pot_roast_braised_or_boiled_NS_as_to_fat_eaten	Beef pot roast braised or boiled NS as to fat eaten
21407120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_pot_roast_braised_or_boiled_lean_only_eaten	Beef pot roast braised or boiled lean only eaten
21410000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_stew_meat_cooked_NS_as_to_fat_eaten	Beef stew meat cooked NS as to fat eaten
21416000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Corned_beef_cooked_NS_as_to_fat_eaten	Corned beef cooked NS as to fat eaten
21416120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Corned_beef_cooked_lean_only_eaten	Corned beef cooked lean only eaten
21417100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_brisket_cooked_NS_as_to_fat_eaten	Beef brisket cooked NS as to fat eaten
21417110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_brisket_cooked_lean_and_fat_eaten	Beef brisket cooked lean and fat eaten
21417120	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_brisket_cooked_lean_only_eaten	Beef brisket cooked lean only eaten
21420100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Beef_roasts_stew_meat_corned_beef_beef_brisket_sandwich_steaks;L4_;L5_;Beef_sandwich_steak_flaked_formed_thinly_sliced	Beef sandwich steak flaked formed thinly sliced
21500100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_or_patty_cooked_NS_as_to_percent_lean_formerly_NS_as_to_regular_lean_or_extra_lean	Ground beef or patty cooked NS as to percent lean formerly NS as to regular lean or extra lean
21500300	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_patty_cooked_for_fast_food_sandwiches	Ground beef patty cooked for fast food sandwiches
21501000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_less_than_80_lean_cooked_formerly_regular	Ground beef less than 80 lean cooked formerly regular
21501200	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_80_84_lean_cooked_formerly_lean	Ground beef 80 84 lean cooked formerly lean
21501300	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_85_89_lean_cooked_formerly_extra_lean	Ground beef 85 89 lean cooked formerly extra lean
21540100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Ground_beef_beef_patties_beef_meatballs;L4_;L5_;Ground_beef_with_textured_vegetable_protein_cooked	Ground beef with textured vegetable protein cooked
21601000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Other_beef_items_beef_bacon_dried_beef_pastrami;L4_;L5_;Beef_bacon_cooked	Beef bacon cooked
21602100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Other_beef_items_beef_bacon_dried_beef_pastrami;L4_;L5_;Beef_jerky	Beef jerky
21603000	L1_Meat_Poultry_Fish_and_Mixtures;L2_Beef;L3_Other_beef_items_beef_bacon_dried_beef_pastrami;L4_;L5_;Beef_pastrami_beef_smoked_spiced	Beef pastrami beef smoked spiced
22000100	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_NFS_ground_dehydrated;L4_;L5_;Pork_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Pork NS as to cut cooked NS as to fat eaten
22000110	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_NFS_ground_dehydrated;L4_;L5_;Pork_NS_as_to_cut_cooked_lean_and_fat_eaten	Pork NS as to cut cooked lean and fat eaten
22000210	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_NFS_ground_dehydrated;L4_;L5_;Pork_NS_as_to_cut_fried_lean_and_fat_eaten	Pork NS as to cut fried lean and fat eaten
22000220	L1_Meat_Poultry_Fish_and_Mixtures;L2_Pork;L3_Pork_NFS_ground_dehydrated;L4_;L5_;Pork_NS_as_to_cut_fried_lean_only_eaten	Pork NS as to cut fried lean only eaten
